review_id,game_name,game_id,review_text,voted_up,votes_helpful,review_date,review_length
223964494,cs2,730,on numara oyun,True,0,2026-04-24,14
223964324,cs2,730,mukemmel bır oyun savas oyunu istıyorsanız onerırım 11 yasımda olmama ramen ıyı oynuyorum,True,0,2026-04-24,89
223964176,cs2,730,"güzel
",True,0,2026-04-24,7
223963683,cs2,730,ÇOK İYİ,True,0,2026-04-24,7
223963161,cs2,730,gg,True,0,2026-04-24,2
223962721,cs2,730,müq,True,0,2026-04-24,3
223961417,cs2,730,Mükemmel tek sorun eşleştirme sistemi çok kötü benim takıma çok kötü oyuncular geliyor karşıya rank derecesi iyi adam mukemmel oynayan geliyor,True,0,2026-04-24,142
223959053,cs2,730,güzel oyun,True,0,2026-04-24,10
223958589,cs2,730,iyi,True,0,2026-04-24,3
223958571,cs2,730,qwe,True,0,2026-04-24,3
223951752,cs2,730,Oynamayın,True,0,2026-04-24,9
223951455,cs2,730,"Better AWP wins. Every round unskilled gay bois buys awp and take their aim to some cross sides, if anything moves they click left mouse and they think they are playing a shooter game.Take AWP away frtom game and half of the players will uninstall the game, they can't shoot they wait until anything moves.",False,0,2026-04-24,306
223948674,cs2,730,iyi,True,0,2026-04-24,3
223946940,cs2,730,oyun hile dolu,False,0,2026-04-24,14
223946478,cs2,730,BİLO ŞU ARABADAN ÇAKMAĞIMI AL GEL HELE,True,0,2026-04-24,38
223946235,cs2,730,So many cheats,False,0,2026-04-24,14
223946100,cs2,730,yıpratır,True,0,2026-04-24,8
223945714,cs2,730,Güzel Game,True,0,2026-04-24,10
223944664,cs2,730,efsane oyun,True,0,2026-04-23,11
223944570,cs2,730,hile hile hile.,False,0,2026-04-23,15
223944555,cs2,730,bring go back,True,0,2026-04-23,13
223943302,cs2,730,+Rep,True,0,2026-04-23,4
223942957,cs2,730,HİLELERİ BİTİRİRLERSE DAHA DAHA İYİ OLUR,True,0,2026-04-23,40
223942797,cs2,730,Biraz oynadıktan sonra tecrübelerimi paylaşmak istedim oynanır hala eğlenceli 2026 için bile,True,0,2026-04-23,92
223942763,cs2,730,CHEATER GAME 2,False,0,2026-04-23,14
223942595,cs2,730,AFDAFAWFD,True,0,2026-04-23,9
223942185,cs2,730,orospu da olsa seviyoruz,True,0,2026-04-23,24
223941877,cs2,730,iyi,True,0,2026-04-23,3
223941136,cs2,730,+++,True,0,2026-04-23,3
223941019,cs2,730,Efsaneeeee,True,0,2026-04-23,10
